State Imports by HS Commodities,,,,,,,
Current date: 07/30/2025 1:51 PM (Eastern Daylight Time),,,,,,,
State,Commodity,Country,Time,Vessel Value ($US),Customs Containerized Vessel Value (Gen) ($US),Vessel SWT (kg),Containerized Vessel SWT (Gen) (kg)
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Feb-16,"33,617",,"1,015",
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Mar-16,"242,575","166,076","8,053","5,411"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jun-16,"72,219","72,219","2,178","2,178"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jul-16,"95,182","95,182","2,201","2,201"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Sep-16,"42,530",,"1,326",
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jun-17,"8,029","8,029",410,410
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Aug-17,"3,534","3,534",262,262
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jan-18,"3,641","3,641",265,265
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Feb-18,"113,150","113,150","133,518","133,518"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jun-18,"7,595","7,595",722,722
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jul-18,"5,283","5,283",498,498
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Sep-18,"2,862","2,862",272,272
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Feb-19,"350,011","350,011","34,648","34,648"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Mar-19,"36,492","36,492","3,406","3,406"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Apr-19,"14,184","14,184","1,372","1,372"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jul-19,"19,373","19,373","1,810","1,810"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Aug-19,"8,145","8,145",754,754
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Oct-19,"22,784","22,784","2,701","2,701"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Nov-19,"9,466","9,466",917,917
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Dec-20,"17,832","17,832","1,776","1,776"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jan-21,"7,925","7,925",787,787
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Feb-21,"11,557","11,557","1,151","1,151"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Mar-21,"7,815","7,815",777,777
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Apr-21,"17,831","17,831","1,776","1,776"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Nov-21,"104,385","104,385","6,465","6,465"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jan-22,"74,809","74,809","4,142","4,142"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Apr-24,"1,209","1,209",397,397
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Jul-24,"3,930","3,930",350,350
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Nov-24,"136,013","136,013","12,800","12,800"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - South,Feb-25,300,300,96,96
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-08,"4,778,579","4,777,941","658,742","658,555"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-08,"9,732,914","9,732,914","1,401,015","1,401,015"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-08,"3,867,437","3,862,037","642,446","641,985"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-08,"3,837,819","3,821,415","678,070","675,934"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-08,"2,237,056","2,237,056","348,206","348,206"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-08,"5,098,838","5,088,170","613,755","613,278"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-08,"6,022,842","6,022,842","758,373","758,373"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-08,"10,035,814","10,035,814","1,117,624","1,117,624"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-08,"6,137,421","6,103,967","671,548","668,586"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-08,"5,512,139","5,492,901","670,629","668,309"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-08,"2,446,389","2,424,662","303,929","302,619"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-08,"1,168,975","1,130,466","176,451","173,496"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-09,"8,822,821","8,796,360","989,520","988,655"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-09,"5,193,462","5,137,086","579,576","577,772"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-09,"3,290,093","3,254,002","373,865","371,865"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-09,"3,231,534","3,190,012","447,188","445,564"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-09,"1,077,064","989,583","128,823","123,861"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-09,"7,087,473","7,087,473","875,431","875,431"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-09,"4,734,784","4,730,599","590,757","590,319"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-09,"3,136,217","3,136,217","420,551","420,551"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-09,"8,661,769","8,628,486","1,193,132","1,191,677"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-09,"4,782,222","4,781,408","758,890","758,759"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-09,"1,830,623","1,819,589","233,278","232,237"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-09,"2,185,665","2,182,901","303,087","302,519"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-10,"6,183,632","6,174,027","756,207","755,578"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-10,"9,488,243","9,488,243","1,420,071","1,420,071"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-10,"1,694,253","1,694,253","232,212","232,212"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-10,"1,933,664","1,909,788","242,645","240,969"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-10,"3,375,440","3,363,510","552,741","552,385"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-10,"5,680,337","5,680,337","733,778","733,778"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-10,"5,476,262","5,476,262","702,158","702,158"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-10,"5,477,280","5,459,597","675,932","675,114"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-10,"3,529,879","3,529,879","557,328","557,328"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-10,"1,768,031","1,768,031","229,999","229,999"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-10,"473,546","473,546","71,608","71,608"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-10,"679,348","672,010","121,878","120,614"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-11,"10,847,967","10,772,207","1,214,314","1,211,123"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-11,"5,080,364","5,080,364","701,075","701,075"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-11,"2,255,522","2,255,522","275,360","275,360"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-11,"3,354,470","3,354,470","486,714","486,714"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-11,"2,999,818","2,999,818","544,776","544,776"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-11,"10,545,736","10,545,736","1,177,377","1,177,377"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-11,"7,979,159","7,979,159","888,966","888,966"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-11,"8,645,601","8,645,601","1,020,329","1,020,329"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-11,"1,964,704","1,958,157","230,952","230,101"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-11,"2,518,978","2,518,978","289,179","289,179"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-11,"1,482,217","1,460,598","165,546","159,969"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-11,"1,183,733","1,183,733","148,246","148,246"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-12,"14,398,779","14,398,779","1,621,031","1,621,031"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-12,"4,769,725","4,769,725","616,383","616,383"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-12,"2,009,360","2,009,360","347,308","347,308"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-12,"1,338,879","1,338,879","263,258","263,258"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-12,"1,993,203","1,993,203","421,502","421,502"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-12,"6,468,557","6,468,557","1,019,991","1,019,991"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-12,"8,293,355","8,293,355","1,488,066","1,488,066"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-12,"4,554,420","4,538,021","774,913","774,242"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-12,"1,155,685","1,155,685","197,638","197,638"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-12,"5,665,867","5,665,867","603,488","603,488"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-12,"1,914,240","1,911,240","351,233","351,036"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-12,"3,246,654","3,246,654","359,945","359,945"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-13,"18,380,924","18,380,924","1,799,894","1,799,894"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-13,"3,302,903","3,302,903","429,702","429,702"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-13,"1,237,681","1,237,681","299,285","299,285"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-13,"1,000,895","1,000,895","234,377","234,377"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-13,"1,448,469","1,448,469","286,093","286,093"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-13,"11,436,105","11,432,761","1,846,840","1,846,250"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-13,"10,159,155","10,159,155","1,527,255","1,527,255"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-13,"4,350,189","4,350,189","670,475","670,475"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-13,"3,154,878","3,154,878","347,105","347,105"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-13,"812,370","812,370","90,738","90,738"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-13,"875,462","875,462","173,365","173,365"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-13,"735,091","735,091","129,486","129,486"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-14,"7,129,472","7,129,472","1,017,225","1,017,225"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-14,"12,381,298","12,381,298","1,483,264","1,483,264"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-14,"2,211,980","2,196,681","420,991","420,131"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-14,"2,106,348","2,106,348","491,967","491,967"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-14,"2,076,272","2,062,007","395,710","394,832"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-14,"9,946,373","9,940,908","1,461,052","1,460,674"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-14,"6,825,907","6,825,907","565,809","565,809"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-14,"3,166,181","3,136,842","302,600","300,557"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-14,"5,120,566","5,120,566","484,925","484,925"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-14,"7,111,007","7,111,007","425,030","425,030"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-14,"1,042,121","1,042,121","102,801","102,801"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-14,"6,580,400","6,575,280","621,855","620,400"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-15,"1,463,194","1,463,194","145,771","145,771"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-15,"2,234,189","2,234,189","258,690","258,690"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-15,"1,186,570","1,186,570","197,615","197,615"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-15,"851,000","851,000","90,198","90,198"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-15,"1,924,424","1,912,034","409,087","407,999"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-15,"7,755,581","7,715,460","1,448,958","1,446,892"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-15,"10,555,439","10,517,474","1,807,727","1,805,686"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-15,"4,423,500","4,423,500","706,535","706,535"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-15,"3,994,388","3,994,388","443,686","443,686"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-15,"2,442,851","2,442,851","373,625","373,625"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-15,"2,486,970","2,486,970","342,392","342,392"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-15,"5,707,786","5,644,230","1,367,858","1,360,284"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-16,"10,829,466","10,819,986","1,876,729","1,874,129"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-16,"9,778,711","9,729,752","1,353,277","1,347,297"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-16,"1,215,088","1,215,088","301,988","301,988"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-16,"1,909,516","1,896,604","389,551","387,551"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-16,"2,270,062","2,270,062","471,284","471,284"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-16,"7,387,376","7,297,543","1,240,426","1,232,339"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-16,"10,864,002","10,864,002","2,029,612","2,029,612"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-16,"3,451,481","3,428,117","494,850","493,897"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-16,"6,233,394","6,226,079","634,465","633,689"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-16,"6,326,288","6,326,288","695,127","695,127"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-16,"1,329,401","1,319,967","161,185","159,785"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-16,"10,971,567","10,971,567","1,520,680","1,520,680"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-17,"11,648,071","11,648,071","1,489,713","1,489,713"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-17,"6,913,975","6,913,975","1,050,036","1,050,036"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-17,"2,411,942","2,409,105","445,777","445,272"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-17,"1,829,650","1,829,650","364,884","364,884"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-17,"1,470,567","1,452,198","297,133","296,306"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-17,"51,002,440","51,002,440","6,127,857","6,127,857"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-17,"94,218,274","94,218,274","11,237,199","11,237,199"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-17,"85,447,868","85,443,820","10,084,332","10,083,890"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-17,"68,608,666","68,608,666","8,029,233","8,029,233"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-17,"56,697,701","56,697,701","6,572,543","6,572,543"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-17,"37,074,684","37,074,684","4,650,863","4,650,863"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-17,"87,909,554","87,909,554","10,484,715","10,484,715"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-18,"88,192,339","88,182,322","10,752,602","10,751,361"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-18,"113,502,323","113,494,966","13,629,597","13,628,389"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-18,"64,580,817","64,580,817","8,179,656","8,179,656"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-18,"62,306,153","62,306,153","8,040,816","8,040,816"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-18,"57,871,877","57,871,877","7,427,844","7,427,844"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-18,"74,988,565","74,974,227","10,131,972","10,130,120"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-18,"105,829,982","105,798,101","13,303,113","13,298,382"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-18,"71,385,723","71,381,439","8,799,142","8,798,334"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-18,"95,906,025","95,887,040","11,661,022","11,659,432"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-18,"61,088,581","61,088,581","7,640,997","7,640,997"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-18,"43,321,292","43,321,292","5,712,952","5,712,952"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-18,"69,136,815","69,136,815","8,643,057","8,643,057"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-19,"89,996,202","89,996,202","10,833,038","10,833,038"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-19,"99,343,186","99,343,186","12,192,173","12,192,173"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-19,"96,890,793","96,890,793","11,623,766","11,623,766"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-19,"64,661,274","64,661,274","8,526,580","8,526,580"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-19,"73,124,867","73,124,867","9,141,536","9,141,536"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-19,"85,173,754","85,173,754","10,169,197","10,169,197"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-19,"109,516,593","109,516,593","13,004,810","13,004,810"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-19,"88,032,483","88,032,483","10,703,721","10,703,721"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-19,"83,783,490","83,783,490","10,113,636","10,113,636"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-19,"42,350,195","42,350,195","5,832,952","5,832,952"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-19,"35,540,133","35,540,133","4,757,452","4,757,452"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-19,"49,124,401","49,124,401","6,594,760","6,594,760"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-20,"63,709,711","63,709,711","8,479,775","8,479,775"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-20,"86,886,657","86,886,657","10,966,880","10,966,880"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-20,"45,439,497","45,439,497","6,204,797","6,204,797"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-20,"65,346,213","65,346,213","8,346,458","8,346,458"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-20,"52,458,571","52,458,571","6,877,894","6,877,894"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-20,"47,644,413","47,644,413","5,814,670","5,814,670"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-20,"79,198,786","79,198,786","9,786,680","9,786,680"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-20,"88,547,403","88,547,403","10,683,620","10,683,620"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-20,"59,626,452","59,626,452","7,200,863","7,200,863"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-20,"72,534,024","72,534,024","9,301,030","9,301,030"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-20,"44,867,305","44,867,305","5,716,816","5,716,816"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-20,"80,150,561","80,150,561","10,139,325","10,139,325"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-21,"59,242,955","59,242,955","7,380,778","7,380,778"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-21,"52,933,855","52,933,855","6,904,175","6,904,175"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-21,"99,864,880","99,864,880","11,976,337","11,976,337"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-21,"66,345,672","66,345,672","8,427,054","8,427,054"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-21,"51,416,828","51,416,828","6,710,771","6,710,771"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-21,"73,850,194","73,850,194","9,503,941","9,503,941"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-21,"49,941,618","49,941,618","6,404,350","6,404,350"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-21,"73,017,883","73,017,883","9,345,400","9,345,400"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Sep-21,"84,499,625","84,499,625","9,960,094","9,960,094"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Oct-21,"48,319,323","48,319,323","5,761,284","5,761,284"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Nov-21,"72,889,741","72,889,741","8,436,965","8,436,965"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Dec-21,"18,153,546","18,153,546","2,076,757","2,076,757"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jan-22,"4,491,166","4,491,166","518,880","518,880"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Feb-22,"1,677,112","1,677,112","149,767","149,767"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Mar-22,"14,371,205","14,371,205","1,470,923","1,470,923"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Apr-22,"1,132,757","1,132,757","135,991","135,991"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,May-22,"2,317,172","2,317,172","289,803","289,803"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jun-22,"3,049,919","3,049,919","376,959","376,959"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Jul-22,"2,592,403","2,592,403","393,739","393,739"
Arkansas,"64 Footwear, Gaiters Etc. And Parts Thereof",Asia - Other,Aug-22,"7,156,036","7,156,036","742,252","742,252"
